Brooks, Kentucky	Census-designated places in Kentucky, Bullitt County, Kentucky
Freimut Duve	1936 births, 2020 deaths, People from Würzburg, Politicians from Bavaria, Politicians from Hamburg, Politicians of the Social Democratic Party of Germany, Writers from Bavaria, Writers from Hamburg
Robert Shavlakadze	1933 births, 2020 deaths, High jumpers, Sportspeople from Georgia (country), People from Tbilisi, Soviet Olympic gold medalists
Lê Khả Phiêu	1931 births, 2020 deaths, General Secretaries of the Central Committee of the Communist Party of Vietnam
Alexey Sorokin (admiral)	1922 births, 2020 deaths, Soviet military people, Soviet politicians
Rosalind P. Walter	1924 births, 2020 deaths, American philanthropists, American military personnel of World War II, Humanitarians, Businesspeople from New York City
Adelaide Chiozzo	1931 births, 2020 deaths, Accordionists, Brazilian musicians, Brazilian television actors
CC (cat)	2001 births, 2020 deaths, Individual cats
Morristown, Arizona	Census-designated places in Arizona
Little Nicky (cat)	Individual cats, 2004 births
Elizabeth Nelson Adams	American artists, American poets, Writers from South Carolina, American painters, People from Columbia, South Carolina, 1941 births, 2020 deaths
Sam Moran	1978 births, Living people, Australian pop singers, Australian pop musicians, Australian guitarists, Australian television presenters, Musicians from Sydney, Actors from Sydney
Phillip Wilcher	1958 births, Australian composers, Australian pianists, Living people, Musicians from Sydney, Writers from Sydney, Actors from Sydney
Emma Watkins	1989 births, Living people, Actors from Sydney, Musicians from Sydney, Australian singers
Nicholas Alahverdian	2020 deaths, Deaths from non-Hodgkin lymphoma, American sex offenders
R. D. Call	2020 deaths, American movie actors, American television actors, American stage actors, Deaths from surgical complications, People from Ogden, Utah, Actors from Utah, 1950 births
Hadi Khosroshahi	1939 births, 2020 deaths, Deaths from the COVID-19 pandemic in Iran, Asian diplomats, Iranian politicians
Alain Bertrand	1951 births, 2020 deaths, Disease-related deaths in France, French mayors, People from Occitanie, Socialist Party (France) politicians
Misha	1989 births, Living people, Actors from Georgia (country)
Lake Bell	1979 births
Chitragupta	Hindu gods and goddesses
Net Nanny	Software
Corning (city), New York	Cities in New York
Bath (village), New York	Villages in New York, County seats in New York
Bath, New York	Towns in New York
Corning (town), New York	Towns in New York
Chemung River	Rivers of New York, Rivers of Pennsylvania
Tyrone, New York	Towns in New York
Watkins Glen, New York	Villages in New York, County seats in New York
Reading, New York	Towns in New York
Dix, New York	Towns in New York
John Currier	2020 deaths, 1953 births, American military people
Frank McLaughlin (artist)	1935 births, 2020 deaths, American comics artists, American cartoonists, Writers from Connecticut
Stratford, Connecticut	Towns in Connecticut
President of Sierra Leone	Presidents of Sierra Leone
Abu Bakar Kamara	Vice-Presidents of Sierra Leone, Living people, 1929 births
Albert Joe Demby	1934 births, Living people, Vice-Presidents of Sierra Leone
Vice-President of Sierra Leone	Vice-Presidents of Sierra Leone
Solomon Berewa	1938 births, Vice-Presidents of Sierra Leone, 2020 deaths
Jeanette Fitzsimons	1945 births, 2020 deaths, Deaths from stroke, Accidental deaths from falls, New Zealand politicians, Environmentalists
Hossein Sheikholeslam	1952 births, 2020 deaths, Deaths from infectious disease, Iranian politicians, Ambassadors of Iran, Political activists
Gerhard Richter	1932 births, Living people, German artists, German painters, German photographers
Sadiq al-Mahdi	1935 births, 2020 deaths, Prime Ministers of Sudan, Deaths from the COVID-19 pandemic
List of heads of government of Sudan	Prime Ministers of Sudan
Al-Jazuli Daf'allah	1935 births, Living people, Prime Ministers of Sudan
Abdalla Hamdok	1956 births, Living people, Prime Ministers of Sudan, Current national leaders
Abdel Fattah al-Burhan	1960 births, Presidents of Sudan, Current national leaders, Living people
Enrique V. Iglesias	1930 births, Living people, Uruguayan politicians, Spanish politicians, Economists
Susan Weinert	1965 births, 2020 deaths, Deaths from cancer, German musicians, German writers, Songwriters, Guitarists, Jazz musicians
Marvin Heemeyer	1951 births, 2004 deaths, Suicides by firearm in the United States, American criminals, People from Colorado, People from South Dakota, Criminals who committed suicide
Granby, Colorado	Towns in Colorado
Hot Sulphur Springs, Colorado	Towns in Colorado, County seats in Colorado
Tornado outbreak of March 2–3, 2020	Tornadoes in the United States, March 2020 events
Bradford, Tennessee	Towns in Tennessee
Gibson County, Tennessee	Tennessee counties
Trenton, Tennessee	Cities in Tennessee, County seats in Tennessee
Skullbone, Tennessee	Unincorporated communities in Tennessee
Surakarta	Cities in Indonesia, Java
North Atlantic Council	NATO
Mircea Geoană	1958 births, Living people, People from Bucharest, Presidents of the Senate of Romania
486958 Arrokoth	Minor planets
Adisumarmo International Airport	Airports in Asia, Transport in Indonesia, Java
Mika Zibanejad	Living people, Swedish ice hockey players, Ottawa Senators players, New York Rangers players, Ice hockey centres
Deaths in April 2020	2020 deaths, April 2020 events
Little Hug	Soft drinks
Sodium acetate	Sodium compounds
Nelson County, Kentucky	1780s establishments in Virginia, 1784 establishments in the United States, Kentucky counties
94 (number)	Integers
Water damage	Building materials
The Roop	Lithuanian music
Crescent City, California	Cities in California, County seats in California, Del Norte County, California
Moorpark, California	Cities in California, Settlements in Ventura County, California
Never Worn White	Katy Perry songs, 2020 songs, Pop ballads
Timelines of COVID-19 in China	Timelines
Inugami	Japanese deities
Anime News Network	Anime and manga, Entertainment websites, 1998 establishments in Canada
Stanislav Bogdanovich	1993 births, 2020 deaths, Drug-related deaths, People from Odessa, Ukrainian chess players
Alejandro Sieveking	1934 births, 2020 deaths, Chilean movie actors, Chilean stage actors, Chilean television actors, Chilean writers, Playwrights
Bélgica Castro	1921 births, 2020 deaths, Deaths from dementia, Chilean movie actors, Chilean stage actors, Chilean television actors
Bystrom, California	Census-designated places in California, Settlements in Stanislaus County, California
Del Rio, California	Census-designated places in California, Settlements in Stanislaus County, California
Oscar's Oasis	2010s animated television series, Fictional animals, Fictional reptiles
Lil Twist	1993 births, African American musicians, American rap musicians from Texas, Musicians from Dallas, Texas, Living people
DJ Buddha	1980 births, American DJs, American hip hop musicians, American record producers, American songwriters, Living people
Little River, California	Census-designated places in California, Settlements in Mendocino County, California
LSD (group)	American musical groups, Electronic music bands, Musical trios, 2018 establishments in the United States
Devlin (rapper)	1989 births, English rap musicians, Grime music artists, Musicians from London, Living people
Bielefeld University	1960s establishments in Germany, 1969 establishments in Europe, Colleges and universities in Germany, Education in North Rhine-Westphalia, Bielefeld
Kylie and Garibay	Electronic music bands, Musical duos, 2014 establishments in the United States
McCoy Tyner	1938 births, 2020 deaths, American pianists, American jazz musicians, American bandleaders, American composers, African American musicians, Musicians from Philadelphia, Pennsylvania
Katcho Achadjian	1951 births, 2020 deaths, Businesspeople from California, Naturalized citizens of the United States, State legislators of the United States, People from San Luis Obispo, California, Politicians from California, US Republican Party politicians
Sarah Fasha	Internet celebrities, American movie actors, Living people, American models, 1991 births, American television actors, Egyptian actors
K. Anbazhagan	1922 births, 2020 deaths, Deaths from multiple organ failure, Indian politicians
Yuba City, California	Cities in California, County seats in California, Sutter County, California
Orland, California	Cities in California, Glenn County, California
Fatemeh Rahbar	1964 births, 2020 deaths, Iranian politicians, People from Tehran, Deaths from the COVID-19 pandemic in Iran
Steve Bracks	1954 births, Living people, Australian Labor Party politicians, Australian Roman Catholics, People from Ballarat, Premiers of Victoria
COVID-19 in Italy	2020 in Europe, 21st century in Italy, Italy-related lists
Nicola Zingaretti	1965 births, Living people, Former MEPs, Italian Jews, MEPs for Italy, Politicians from Rome
COVID-19 in Iran	2020 in Asia, 21st century in Iran, Iran-related lists
COVID-19 on Cruise ships	Cruise ships
Tom Turnipseed	1936 births, 2020 deaths, American civil rights activists, American lawyers, Deaths from respiratory failure, Disease-related deaths in South Carolina, People from Mobile, Alabama, Politicians from Alabama, Politicians from South Carolina, US Democratic Party politicians
European Centre for Disease Prevention	European Union, Agencies
Riverbank, California	Cities in California, Settlements in Stanislaus County, California
NEOMA Business School	2013 establishments in France, Education in France, Rouen, Reims, Paris
Diablo Grande, California	Census-designated places in California, Settlements in Stanislaus County, California
Mitigating circumstances	Law
Patterson, California	Cities in California, Settlements in Stanislaus County, California
Bret Harte, California	Census-designated places in California, Settlements in Stanislaus County, California
Rouse, California	Census-designated places in California, Settlements in Stanislaus County, California
Butte Meadows, California	Census-designated places in California, Settlements in Butte County, California
Biggs, California	Cities in California, Settlements in Butte County, California
Forest Ranch, California	Census-designated places in California, Unincorporated communities in California, Settlements in Butte County, California
Chapmantown, California	Unincorporated communities in California, Settlements in Butte County, California
Rebellious Soul	2013 albums, Soul albums, R&B albums
Heidenheim (district)	Districts of Baden-Württemberg
Lörrach (district)	Districts of Baden-Württemberg
Neuhausen ob Eck	Tuttlingen
Seitingen-Oberflacht	Tuttlingen
Reichenbach am Heuberg	Tuttlingen
Renquishausen	Tuttlingen
Bonney, Texas	Villages in Texas
Android 10	Android (operating system), 2019 establishments
Senate (Belgium)	Politics of Belgium, National upper houses
Ahrweiler (district)	Districts of Rhineland-Palatinate
Altenkirchen (district)	Districts of Rhineland-Palatinate
Dysgenics	Genetics, Eugenics
Alzey-Worms	Districts of Rhineland-Palatinate
Altötting (district)	Altötting (district)
Amberg-Sulzbach	Districts of Bavaria, Amberg-Sulzbach
Kaisei Academy	1870s establishments in Japan, 1871 establishments, Education in Japan, Tokyo
Joanna Jędrzejczyk	1987 births, Living people, Kickboxing, Mixed martial artists, Polish Roman Catholics, Polish sportspeople, Twin people
Danny Tidwell	1984 births, 2020 deaths, Road accident deaths in the United States, American dancers, Gay men, People from Norfolk, Virginia
Princess Victoria of Saxe-Coburg-Saalfeld	1786 births, 1861 deaths, House of Hanover
Young Thug	American hip hop musicians, American pop singers, American rap musicians from Georgia, American songwriters, Atlantic Records artists, Living people, Trap musicians, 1991 births, African-American rappers
Rob Swire	1982 births, Australian singers, Australian songwriters, Record producers, DJs, People from Perth, Western Australia, Living people
Freudenstadt (district)	Districts of Baden-Württemberg
Tenaspis angularis	Polyphaga
Emmendingen (district)	Districts of Baden-Württemberg
Rietheim-Weilheim	Tuttlingen
Talheim, Tuttlingen	Tuttlingen
Glaucocharis alatella	Lepidoptera, Moths
List of people who are missing	Lists of people, Missing people
Wehingen	Tuttlingen
Wurmlingen	Tuttlingen
Rastatt (district)	Districts of Baden-Württemberg
Böblingen (district)	Districts of Baden-Württemberg
Emperor Kōmei	1831 births, Deaths from smallpox, Emperors of Japan
Richvale, California	Census-designated places in California, Settlements in Butte County, California
Oroville East, California	Census-designated places in California, Settlements in Butte County, California
Karlsruhe Government Region	Government regions of Germany, Geography of Baden-Württemberg
Stuttgart Government Region	Government regions of Germany, Geography of Baden-Württemberg
Calaveritas, California	Unincorporated communities in California, Settlements in Calaveras County, California
Heidi Janků	1962 births, Living people
Samsung Galaxy J7 Prime	Samsung mobile phones, Mobile phones released in 2016
Ansbach (district)	Ansbach (district)
Aschaffenburg (district)	Aschaffenburg (district)
Dan Crenshaw	1984 births, Living people, United States representatives from Texas, US Republican Party politicians
Bad Dürkheim (district)	Districts of Rhineland-Palatinate
Viz Media	American entertainment companies
Bad Kissingen (district)	Districts of Bavaria
Bad Kreuznach (district)	Districts of Rhineland-Palatinate
Bayreuth (district)	Districts of Bavaria, Rural Districts in Upper Franconia
County of Bentheim (district)	Districts of Lower Saxony
Hameln-Pyrmont	Districts of Lower Saxony
Bernkastel-Wittlich	Districts of Rhineland-Palatinate
Birkenfeld (district)	Districts of Rhineland-Palatinate
Breisgau-Hochschwarzwald	Districts of Baden-Württemberg
Calw (district)	Districts of Baden-Württemberg
Cham (district)	Districts of Bavaria
Cochem-Zell	Districts of Rhineland-Palatinate
Elinor Ross	1926 births, 2020 deaths, Deaths from renal failure, Disease-related deaths in New York City, Singers from Tampa, Florida
Harry Clarke	1889 births, 1931 deaths, Illustrators, People from Dublin
Patrick Wright, Baron Wright of Richmond	1931 births, 2020 deaths, British politicians, Ambassadors of the United Kingdom
Houshang Zarif	1938 births, 2020 deaths, Deaths from heart failure, Iranian educators, Composers, People from Tehran
H. R. Bhardwaj	1937 births, 2020 deaths, Deaths from cardiac arrest, Governors of Karnataka, Governors of Kerala
John Bathersby	1936 births, 2020 deaths, Australian Roman Catholics, People from Queensland, Roman Catholic archbishops
Mart Crowley	1935 births, 2020 deaths, Deaths from myocardial infarction, Deaths from surgical complications, American playwrights, LGBT writers, People from Vicksburg, Mississippi, Writers from Mississippi
Luis Racionero	1940 births, 2020 deaths, Spanish essayists, Spanish journalists
Launch status check	Spaceflight
Tau neutrino	Elementary particles
University of Munich	1472 establishments, 15th century establishments in Europe, Buildings and structures in Munich, Colleges and universities in Germany
INSEAD	Education in France
Kaharoa eruption	Volcanoes of Oceania, History of New Zealand, 1310s
Brett Dean	1961 births, Living people, Australian composers, Violinists, Conductors, Musicians from Brisbane
Masoumeh Ebtekar	1960 births, Living people, Iranian politicians, Environmentalists, Journalists, People from Tehran
Iraj Harirchi	1966 births, Living people, Iranian politicians, Iranian physicians
Reza Rahmani	1966 births, Living people, Iranian politicians
Mohammad-Reza Rahchamani	1952 births, 2020 deaths, Deaths from the COVID-19 pandemic in Iran, Iranian physicians, Iranian politicians
Mehdi Karroubi	1937 births, Living people, Speakers of the Islamic Consultative Assembly
List of speakers of the Parliament of Iran	Speakers of the Islamic Consultative Assembly
Ali Larijani	1957 births, Living people, Speakers of the Islamic Consultative Assembly
Ida Vitale	1923 births, Living people, Uruguayan writers, People from Montevideo
José Manuel Caballero	1926 births, 2021 deaths, Spanish poets, Spanish educators, People from Jerez de la Frontera, Spanish novelists
Juan Marsé	1933 births, 2020 deaths, Deaths from heart failure, Spanish journalists, Spanish novelists, Spanish screenwriters, Writers from Barcelona
Miguel de Cervantes Prize	Awards
Antonio Gamoneda	1931 births, Living people, Spanish poets
Jorge Edwards	1931 births, Living people, Novelists, Chilean journalists, Chilean politicians, People from Santiago
Álvaro Mutis	1923 births, 2013 deaths, Poets, Essayists, Colombian writers
José Jiménez Lozano	1930 births, 2020 deaths, Poets, Spanish writers
Joan Margarit i Consarnau	1938 births, 2021 deaths, Spanish educators, Spanish architects, Spanish poets, Cancer deaths in Spain
Loren Allred	1989 births, American singer-songwriters, Living people, American pianists, Musicians from Pittsburgh, Pennsylvania, Writers from Pittsburgh, Pennsylvania, Singers from Pittsburgh, Pennsylvania
Koofur Orsi	Koofur Orsi
Lars Stindl	German footballers, Sportspeople from Rhineland-Palatinate, 1988 births, Living people
Flag of Koofur Orsi	Koofur Orsi
Barawa	Cities in Somalia, Koofur Orsi
Syleena Johnson	American singer-songwriters, Musicians from Chicago, 1976 births, Living people
Cookie dough	Cookies, Doughs
Dachau (district)	Dachau (district)
Darmstadt-Dieburg	Districts of Hesse
Deggendorf (district)	Districts of Bavaria
Dingolfing-Landau	Districts of Bavaria
Spermacoce verticillata	Rubiaceae
Dithmarschen	Districts of Schleswig-Holstein
Schleswig-Flensburg	Districts of Schleswig-Holstein
Herzogtum Lauenburg	Districts of Schleswig-Holstein
Donnersbergkreis	Districts of Rhineland-Palatinate
Eichstätt (district)	Districts of Bavaria, Rural Districts in Upper Bavaria
Bitburg-Prüm	Districts of Rhineland-Palatinate
Enzkreis	Districts of Baden-Württemberg
Erding (district)	Districts of Bavaria, Rural Districts in Upper Bavaria
Erlangen-Höchstadt	Districts of Bavaria
Esslingen (district)	Esslingen (district), Districts of Baden-Württemberg
Forchheim (district)	Districts of Bavaria, Rural Districts in Upper Franconia
Freyung-Grafenau	Districts of Bavaria
Fürth (district)	Districts of Bavaria
Joseph Telushkin	American political writers, Jewish American writers, American rabbis, Living people, 1948 births
Jan-Henrik Fredriksen	1956 births, 2020 deaths, Norwegian politicians
Charles J. Urstadt	1928 births, 2020 deaths, Deaths from stroke, Real estate developers, Businesspeople from New York City
Bronxville, New York	Villages in New York
Eastchester (town), New York	Towns in New York
Marc Van Montagu	1933 births, Living people, Belgian biologists, Belgian educators
Mary-Dell Chilton	1939 births, Living people, American biologists, American inventors, American educators, Writers from Indianapolis, Indiana, Scientists from Indianapolis, Indiana, Businesspeople from Indianapolis, Indiana
Marzia Kjellberg	1992 births, Living people, Italian models, Italian fashion designers, Internet celebrities, Italian businesspeople
Merion Station, Pennsylvania	Unincorporated communities in Pennsylvania
Lower Merion Township, Pennsylvania	Townships in Pennsylvania
Max Keith	German inventors, Year of birth missing, Year of death missing
Johnny Yune	1936 births, 2020 deaths, Deaths from cerebral hemorrhage, Cardiovascular disease deaths in California, Naturalized citizens of the United States, South Korean singers, South Korean actors, American movie actors, American television actors, American television presenters, Television personalities from California, Actors from California, Singers from California, Comedians from California
Intracerebral hemorrhage	Stroke
Mediodactylus aspratilis	IUCN Red List data deficient species, Lizards
Michael Cullen (politician)	1945 births, 2021 deaths, Deputy Prime Ministers of New Zealand, Deaths from lung cancer, New Zealand writers, British historians, Writers from London, Politicians from London
Deputy Prime Minister of New Zealand	Deputy Prime Ministers of New Zealand
Paula Bennett	1969 births, Living people, Deputy Prime Ministers of New Zealand, People from Auckland
Wyatt Creech	1946 births, Deputy Prime Ministers of New Zealand, Living people, Politicians from California
Jim McLay	1945 births, Living people, Deputy Prime Ministers of New Zealand, Leaders of the Opposition (New Zealand)
List of prime ministers of New Zealand	Prime Ministers of New Zealand
Robert Muldoon	1921 births, 1992 deaths, Deputy Prime Ministers of New Zealand, Prime Ministers of New Zealand, People from Auckland, Leaders of the Opposition (New Zealand)
Henry Sewell	1807 births, 1879 deaths, Prime Ministers of New Zealand, English politicians
Mick Cullen	1931 births, Living people, Scottish footballers, Sportspeople from Glasgow
Samantha Bee	Comedians, Canadian actors
Pomona College	Colleges and universities in California
Amy McGrath	1975 births, Living people, American military people, American aviators, Politicians from Cincinnati, Ohio, Politicians from Kentucky, US Democratic Party politicians
Sara Gideon	1971 births, Living people, State legislators of the United States, Politicians from Rhode Island, Politicians from Maine, US Democratic Party politicians
Nettie Stevens	1861 births, 1912 deaths, American geneticists, Female scientists, Scientists from Vermont
Tenshinhan	Fictional characters introduced in 1987, Dragon Ball characters
Howard Markel	American physicians, American writers
Ville Platte, Louisiana	Cities in Louisiana, Parish seats in Louisiana
Port Allen, Louisiana	Cities in Louisiana, Parish seats in Louisiana
St. Martinville, Louisiana	Cities in Louisiana, Parish seats in Louisiana
Plaquemine, Louisiana	Cities in Louisiana, Parish seats in Louisiana
Joe Lamp'l	American producers
Garmisch-Partenkirchen (district)	Garmisch-Partenkirchen (district)
Echeveria Imbricata	Saxifragales
Germersheim (district)	Districts of Rhineland-Palatinate
Göppingen (district)	Districts of Baden-Württemberg
Groß-Gerau (district)	Districts of Hesse
Hanover Region	Districts of Lower Saxony
Harburg (district)	Districts of Lower Saxony
Timelines of COVID-19 in the United States	Timelines
Timelines of COVID-19 in Italy	Timelines
Timelines of COVID-19 in Iran	Timelines
Timelines of COVID-19 in Canada	Timelines
Timelines of COVID-19 in South Africa	Timelines
Timelines of COVID-19 on cruise ships	Timelines
Jo Morrow	1939 births, Living people, American movie actors, American television actors, Actors from Texas
Burt Metcalfe	1935 births, Living people, Naturalized citizens of the United States, American movie producers, American television producers, American television writers, American movie actors, American television actors, Canadian movie producers, Canadian television producers, Canadian television writers, Canadian movie actors, Canadian television actors, People from Saskatchewan, Actors who played in James Bond movies
William Benner Enright	1925 births, 2020 deaths, American judges, Politicians from New York City, Politicians from San Diego, California
Eric Taylor (musician)	1949 births, 2020 deaths, Deaths from liver disease, American folk singers, American singer-songwriters, American folk musicians, American guitarists, Musicians from Atlanta, Georgia, Singers from Atlanta, Georgia, Writers from Atlanta, Georgia
Jack Buechner	1940 births, 2020 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in Washington, D.C., United States representatives from Missouri, American lawyers, American political scientists, Businesspeople from St. Louis, Missouri, Politicians from St. Louis, Missouri, US Republican Party politicians
Clayton, Missouri	Cities in Missouri, County seats in Missouri
Alessandro Criscuolo	1937 births, 2020 deaths, People from Naples, Italian politicians, Italian judges
Rob Fenwick	1951 births, 2020 deaths, Deaths from cancer, Environmentalists, New Zealand businesspeople, People from Auckland
Haßberge (district)	Districts of Bavaria
Heilbronn (district)	Districts of Baden-Württemberg
Heidekreis	Districts of Lower Saxony
Hochtaunuskreis	Districts of Hesse
Holzminden (district)	Districts of Lower Saxony
Jopie Knol	1926 births, Living people, Catholic People's Party politicians, Dutch Roman Catholics, Dutch teachers, Dutch women politicians, Former members of the House of Representatives of the Netherlands, People from Enschede, Politicians from Overijssel
Luciano Zardi	People from Ferrara, Living people, 1930 births, Weightlifters
Corporatism	Corporatism
Quartic equation	Algebra, Equations
Atlanta Student Movement	Civil rights, History of Atlanta, Georgia
Descendants 3	2019 comedy-drama movies, 2010s fantasy movies, 2010s musical movies, 2010s teen drama movies, American comedy-drama movies, American family movies, American musical movies, American teen comedy movies, American teen drama movies, American television movies, Disney movies, English-language movies, Movies based on fairy tales, Movies directed by Kenny Ortega
Dima Nashawi	Clowns, 1980 births, Living people, BBC 100 Women, People from Damascus
Wall of Tolerance	Civil rights
Daniele Rugani	1994 births, Living people, Italian footballers
Nadine Dorries	1957 births, Living people, Bloggers, Conservative MPs (UK), Members of the British House of Commons for English constituencies, Nurses, UK MPs 2005–2010, UK MPs 2010–2015, UK MPs 2015–2017, UK MPs 2017–2019, UK MPs 2019–, Women politicians, Writers from Liverpool
Emmanuel Mudiay	1996 births, Living people, Denver Nuggets players, New York Knicks players, Utah Jazz players, People from Kinshasa
2009 flu pandemic	2009
Karl von Habsburg	1961 births, Living people, Former MEPs, Austrian politicians
Luis Sepúlveda	1949 births, 2020 deaths, Deaths from the COVID-19 pandemic in Spain, Chilean journalists
Joseph Zhu Baoyu	2020 deaths, 1921 births, Chinese people, Deaths from the COVID-19 pandemic in China, Bishops, Roman Catholics
Peter Madsen (footballer)	1978 births, Living people, Danish footballers
Ana Pastor (politician)	1957 births, Living people, Spanish politicians
Javier Ortega Smith	1968 births, Living people, Spanish politicians
Jarosław Mika	1962 births, Living people, Polish military people
Salvatore Farina (general)	1957 births, Living people, Italian people, Generals
Alberto Cirio	1972 births, Living people, People from Turin, Italian politicians
Patrizia Barbieri	Living people, 1960 births, Italian politicians
Mojtaba Zonnour	Iranian politicians, Living people, 1963 births
Mahmoud Sadeghi	Living people, 1962 births, Iranian politicians
Mostafa Pourmohammadi	1960 births, Living people, Iranian politicians
Eshaq Jahangiri	1957 births, Living people, Vice Presidents of Iran
Abby Johnson (activist)	1980 births, Living people, American Roman Catholics, American political activists, Writers from Texas
Franck Riester	1974 births, Living people, French LGBT people, French mayors, Gay men, Government ministers of France, LGBT politicians, Politicians from Paris
Augustin de Romanet de Beaune	1961 births, Living people, French businesspeople, French politicians
Unplanned	2019 movies, American biographical movies, American drama movies, English-language movies, Historical movies, Movies based on books, Movies based on real life events, Movies set in Texas
Sylvie Tolmont	Living people, 1962 births, French politicians
Élisabeth Toutut-Picard	1954 births, Living people, French politicians
Michèle Victory	1958 births, Living people, French politicians
Guillaume Vuilletet	1967 births, Living people, French politicians
Didier Bezace	1946 births, 2020 deaths, Actors from Paris, French movie actors, French  television actors, French stage actors
Martin Davorin-Jagodić	1935 births, 2020 deaths, Croatian people, Composers
Coal River (Canterbury)	Rivers of Canterbury, New Zealand
Pahau River	Rivers of Canterbury, New Zealand
Pareora River	Rivers of Canterbury, New Zealand
Antonín Kachlík	1923 births, Living people, Czech movie directors, Czech screenwriters
Evangelos Marinakis	1967 births, Living people, Greek businesspeople
Timo Hübers	1996 births, Living people, German footballers, Sportspeople from Lower Saxony
Betty Driver	1920 births, 2011 deaths, British actors, Deaths from pneumonia, Members of the Order of the British Empire, Musicians from Leicestershire
Kyiv Post	Establishments in Ukraine, 1995 establishments in Europe, English-language newspapers, Kiev
Burkhard Hirsch	1930 births, 2020 deaths, Former members of the German Bundestag, German lawyers, People from Magdeburg, Politicians from Saxony-Anhalt, Politicians of the Free Democratic Party of Germany
Antonia Santilli	1949 births, Living people, Actors from Lazio, Italian models, Italian movie actors
Irene Montero	1988 births, Living people, People from Madrid, Psychologists, Spanish politicians
Fernando Gaviria	1994 births, Living people, Colombian cyclists
Dmitry Strakhov	1995 births, Living people, Cyclists, Russian sportspeople
Ali Asghar Mounesan	1970 births, Living people, Iranian politicians, People from Tehran
Maina Sage	1975 births, Living people, French politicians, French Polynesia
Michel Roux	1941 births, 2020 deaths, British businesspeople, British chefs, Deaths from idiopathic pulmonary fibrosis, Disease-related deaths in England, French businesspeople, French chefs, Naturalised citizens of the United Kingdom, Officers of the Order of the British Empire, Restaurateurs
StyleTap	Software
Donovan Mitchell	1996 births, Living people, African-American basketball players, Utah Jazz players, Sportspeople from New York, American basketball players
Elmsford, New York	Villages in New York
Best European Goalkeeper	Footballers, UEFA
Trey Thompkins	1990 births, Living people, African-American basketball players, Los Angeles Clippers players, Sportspeople from Georgia (U.S. state), American basketball players
Jannes Horn	1997 births, Living people, German footballers, Sportspeople from Lower Saxony
Hagen Reinhold	1978 births, Living people, Members of the German Bundestag, People from Mecklenburg-Vorpommern, Politicians of the Free Democratic Party of Germany
Manolo Gabbiadini	1991 births, Living people, Italian footballers, Premier League players, Sportspeople from Lombardy
André Chassaigne	1950 births, Living people, Communist politicians, French politicians, People from Clermont-Ferrand
Mario Sergio Catala'	1944 births, Uruguayan footballers, Living people
Matthias Laurenz Gräff	1984 births, Living people, Austrian painters, Austrian historians, People from Lower Austria
PAW Patrol	2010s television series, 2013 American television series debuts, 2013 anime television series, Action television series, Animated television series, Canadian animated television series, Children's television series, Comedy television series, Nickelodeon television series, English-language television programs
Sam T. Francis	American politicians
Kaiserslautern (district)	Districts of Rhineland-Palatinate
Carolina Darias	1965 births, Living people, People from the Canary Islands, Spanish politicians
Macarena Olona Choclán	1979 births, Living people, People from Alicante, Spanish politicians
Santiago Abascal	1976 births, Living people, People from Bilbao, Spanish politicians
Kelheim (district)	Districts of Bavaria
Konstanz (district)	Konstanz (district)
Unmanned underwater vehicle	Robots, Watercraft
Kronach (district)	Districts of Bavaria, Rural Districts in Upper Franconia
Kulmbach (district)	Districts of Bavaria, Rural Districts in Upper Franconia
Kusel (district)	Districts of Rhineland-Palatinate
Landshut (district)	Districts of Bavaria
Leer (district)	Districts of Lower Saxony
Lichtenfels (district)	Districts of Bavaria, Rural Districts in Upper Franconia
Lüchow-Dannenberg	Districts of Lower Saxony
Lüneburg (district)	Districts of Lower Saxony
Callum Hudson-Odoi	2000 births, Living people, Black British sportspeople, English footballers, Sportspeople from London, People from Wandsworth
Ali Akbar Velayati	1945 births, Living people, Iranian educators, Iranian politicians
Black Thursday (2020)	March 2020 events
John Havelock Parker	1929 births, 2020 deaths, Canadian politicians, People from Alberta, Mayors
Triacylglyceride	Lipids
Kurt Liander	1932 births, 2020 deaths, Swedish footballers, Swedish football managers, Sportspeople from Stockholm
Philip Jansen	1967 births, Living people, British businesspeople, Chief executives
Tonie Marshall	1951 births, 2020 deaths, Naturalized citizens of the United States, French movie actors, French television actors, French stage actors, French screenwriters, French movie directors, American movie actors, American television actors, American voice actors, American screenwriters, American movie directors
Alessandro Favalli	1992 births, Living people, Italian footballers, Sportspeople from Lombardy
Charles Wuorinen	Pulitzer Prize winners, 1938 births, 2020 deaths, Accidental deaths from falls in the United States, American composers, American educators, Writers from Manhattan
Carmen Leyte	1953 births, Living people, Mayors, Spanish physicians, Spanish politicians
Carlos José Zambrano García-Raez	1969 births, Living people, Spanish politicians
King Udoh	1997 births, Living people, Italian footballers, Sportspeople from Emilia-Romagna
Rula Lenska	1947 births, Living people, British actors, English television actors, English movie actors, English stage actors, Actors from Cambridgeshire
Töre River	CS1 Swedish-language sources (sv), Articles containing undetermined-language text, Rivers of Sweden
Bryn McAuley	1989 births, American television actors, American movie actors, Actors from Quebec
Trevor Michael Georges	Year of birth missing (living people), Living people, British television actors
Main-Spessart	Districts of Bavaria
Main-Tauber (district)	Districts of Baden-Württemberg
Main-Taunus	Districts of Hesse
Mainz-Bingen	Districts of Rhineland-Palatinate
