Brooks, Kentucky	Census-designated places in Kentucky, Bullitt County, Kentucky
Chris Willis	1969 births, African-American singers, American gospel singers, American pop singers, American R&B singers, Singers from Ohio, People from Dayton, Ohio, Living people
Shystie	English rap musicians, English songwriters, Grime music artists, Living people, 1983 births
Lakeside MRT station	Mass Rapid Transit (Singapore) stations
Giovanni Dall'Orto	1958 births, Living people, Italian historians, Italian journalists
Eldon, Missouri	Cities in Missouri
Terrence Mann	1951 births, Actors from Kentucky, Bass-baritones, American movie actors, American television actors, American musical theatre actors, American theatre directors, Singers from Kentucky, Living people
Aontú	2019 establishments in Europe, Conservatism, Social democratic parties, Political parties in Northern Ireland, Politics of Ireland, Republic of Ireland
Phacochoerus	Pigs, Mammals of Africa
Pieter Zeeman	1865 births, 1943 deaths, Dutch academics, Dutch Nobel Prize winners, Dutch physicists, People from Zeeland
Palacios, Texas	Cities in Texas
Point, Texas	Cities in Texas
Crittenden County, Kentucky	1842 establishments in Kentucky, Kentucky counties
Spackenkill, New York	Census-designated places in New York (state), Hamlets in New York, Dutchess County, New York
Tiki Island, Texas	Villages in Texas
Taipan	Elapidae, Reptiles of Australia
Romney, West Virginia	Cities in West Virginia, County seats in West Virginia
Hampshire County, West Virginia	West Virginia counties
Glenn E. Summers	2020 deaths, 1925 births, American lawyers, Politicians from Florida, US Democratic Party politicians
Easton, Connecticut	Towns in Connecticut
Mikveh	Judaism
Bulma	Dragon Ball characters, Fictional characters introduced in 1984
Sabrina Washington	British R&B musicians, English singers, English songwriters, Hip hop musicians, Living people, 1978 births
Su-Elise Nash	English singers, Living people, 1981 births
Mollie King	English singers, Living people, 1987 births
Vanessa White	English singers, Living people, 1989 births
Nicky Romero	1989 births, Living people, DJs, Dutch musicians, People from Utrecht (province)
Bert Sutherland	1936 births, 2020 deaths, American computer scientists, Scientists from Nebraska
Hastings, Nebraska	Cities in Nebraska, County seats in Nebraska
Anröchte	Soest Rural District
Warstein	Soest Rural District
IPad Mini 3	IPad
Long division	Algorithms, Arithmetics, Mathematics
Amsterdam, Missouri	Cities in Missouri
Rockville, Missouri	Cities in Missouri
English, Indiana	Towns in Indiana, County seats in Indiana
Albion, Indiana	Towns in Indiana, County seats in Indiana
Mason County, Kentucky	1780s establishments in Virginia, 1788 establishments in the United States, Kentucky counties
Kurukshetra War	Mythology, Mahabharata, Wars involving India
Main-Kinzig-Kreis	Districts of Hesse
Putnam County, Indiana	1822 establishments in Indiana, Indiana counties
Philipp Lenard	Politicians of the Nazi Party, German inventors, Hungarian Nobel Prize winners, German Nobel Prize winners, German physicists, Nobel Prize in Physics winners, People from Bratislava, 1947 deaths, 1862 births, CS1 Hungarian-language sources (hu)
Leloaloa	American Samoa, Villages in the United States
István Gáli	1943 births, 2020 deaths, 1968 Summer Olympics, Hungarian sportspeople, Olympians
Devonport, Tasmania	Cities in Tasmania, Coordinates on Wikidata, Pages with unreviewed translations
Phil Maloney	1927 births, 2020 deaths, Boston Bruins players, Canadian ice hockey centres, Canadian ice hockey coaches, Chicago Blackhawks players, Ice hockey people from Ontario, People from Ottawa, Toronto Maple Leafs players
Lower Burrell, Pennsylvania	Cities in Pennsylvania
A.P. Indy	Thoroughbred racehorses
Diana Garrigosa	1944 births, 2020 deaths, Cardiovascular disease deaths in Spain, Deaths from myocardial infarction, Economists, Educators, People from Barcelona, Spanish economists
Manuel Pinto da Costa	1937 births, Living people, Heads of state of São Tomé and Príncipe, Economists, Independent politicians
David Gulpilil	1953 births, Living people, Australian movie actors, Australian television actors, Dancers, Indigenous Australian people, Order of Australia, People from the Northern Territory, People with cancer
Kevin Jonas	American singer-songwriters, American rock singers, American pop singers, American R&B singers, American drummers, American rock guitarists, American pianists, American pop musicians, American R&B musicians, American movie actors, American television actors, American voice actors, American dancers, Singers from New Jersey, Musicians from New Jersey, Writers from New Jersey, Businesspeople from New Jersey, Actors from New Jersey, People from Teaneck, New Jersey, Living people, 1987 births, People from Wyckoff, New Jersey
Stan Walker	1990 births, Living people, Actors from Melbourne, Australian pop singers, Musicians from Melbourne, New Zealand actors, New Zealand singers, People with cancer, New Zealand Māori people
Diana Gordon (singer)	1990 births, African-American singers, American R&B singers, Singer-songwriters from New York City, Atlantic Records artists, Living people
Carolyn McCarthy	1944 births, Living people, American activists, Nurses, People with cancer, United States representatives from New York, US Democratic Party politicians
Ron Wright (politician)	1953 births, 2021 deaths, American mayors, Deaths from the COVID-19 pandemic in the United States, United States representatives from Texas, US Republican Party politicians, People with cancer
Faces (band)	Blues bands, English rock bands, 1960s British music groups, 1969 establishments in the United Kingdom, 2000s British music groups, 2009 establishments in the United Kingdom
Maryan Plakhetko	1945 births, 2020 deaths, Soviet sportspeople, Ukrainian footballers
Peter Nixon	1928 births, Living people, Australian businesspeople, Government ministers of Australia, Members of the Australian House of Representatives, National Party of Australia politicians, Politicians from Victoria (Australia), Order of Australia
Dinslaken	Wesel (district)
Gareth Evans (politician)	1944 births, Living people, Attorneys General of Australia, Australian academics, Australian Labor Party politicians, Australian lawyers, Australian ministers for Foreign Affairs, Chief executives, Leaders of the Opposition (Australia), Members of the Australian House of Representatives, Members of the Australian Senate, Order of Australia, Politicians from Victoria (Australia), Writers from Melbourne
James Webster (Australian politician)	1925 births, Living people, Government ministers of Australia, Members of the Australian Senate, National Party of Australia politicians, Politicians from Tasmania, Politicians from Victoria (Australia)
Peter Rae	1932 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Order of Australia, Politicians from Tasmania, People from Launceston, Tasmania
Bailey's Prairie, Texas	Villages in Texas
Jones Creek, Texas	Villages in Texas
Manvel, Texas	Cities in Texas
Brazoria, Texas	Cities in Texas
Rio Grande City, Texas	Cities in Texas, County seats in Texas
Seminole, Texas	Cities in Texas, County seats in Texas
Longoria, Texas	Census-designated places in Texas
El Castillo, Texas	Census-designated places in Texas
Bronte, Texas	Towns in Texas
Ponce de Leon, Florida	Towns in Florida, Holmes County, Florida
Esto, Florida	Towns in Florida, Holmes County, Florida
Gun Club Estates, Florida	Census-designated places in Florida, Palm Beach County, Florida
Royal Palm Beach, Florida	Villages in Florida, Palm Beach County, Florida
Wellington, Florida	Villages in Florida, Palm Beach County, Florida
Hilliard, Florida	Towns in Florida, Nassau County, Florida
Najla Ben Abdallah	1980 births, Living people, Tunisian actors, People from Tunis
Breathitt County, Kentucky	1830s establishments in Kentucky, 1839 establishments in the United States, Kentucky counties
Surfside Beach, Texas	Cities in Texas
Levels (Avicii song)	2011 songs
Centennial, Colorado	Cities in Colorado
Jurupa Valley, California	Cities in California, Settlements in Riverside County, California
Jackson County, Kentucky	1850s establishments in Kentucky, 1858 establishments in the United States, Kentucky counties
Marquez, Texas	Cities in Texas
Normangee, Texas	Towns in Texas
Calloway County, Kentucky	1820s establishments in Kentucky, 1822 establishments in the United States, Kentucky counties
Paratriathlon	Events in athletics
Ivan Sutherland	1938 births, Living people, American computer scientists, Scientists from Nebraska
Portola Valley, California	Towns in California, Settlements in San Mateo County, California, Cities in the San Francisco Bay Area
Young–Laplace equation	Physics
John McCain 2008 presidential campaign	United States presidential campaigns
Mitt Romney 2012 presidential campaign	United States presidential campaigns
Running mate	Politics
Presidential nominee	Politics of the United States
Vadim Karpov	2002 births, Living people, Russian footballers
Alex Konstantinou	1992 births, Living people, Cypriot people, European footballers, Nicosia
Austin Mahone	1996 births, American singer-songwriters, Musicians from San Antonio, Texas, Singers from San Antonio, Texas, Living people
Kiki Dimoula	1931 births, 2020 deaths, Deaths from cardiac arrest, Deaths from COPD, Deaths from heart failure, Disease-related deaths in Greece, Greek writers, People from Athens, Poets
Ramón Conde	1934 births, 2020 deaths, American baseball players, Cardiovascular disease deaths in Florida, Chicago White Sox players, Deaths from myocardial infarction, Puerto Rican people
40 (record producer)	1983 births, Hip hop musicians, Record producers, R&B musicians, Musicians from Toronto, Living people
Harry Hoch	1887 births, 1981 deaths, American baseball players, American lawyers, Philadelphia Phillies players, Sportspeople from Delaware, St. Louis Browns
Woodside, Delaware	Towns in Delaware
Zoran Modli	1948 births, 2020 deaths, Aviators, Journalists, Radio personalities, Serbian people
Dacian Cioloș	1963 births, Living people, Prime Ministers of Romania
János Göröcs	1939 births, 2020 deaths, 1962 FIFA World Cup players, Hungarian football managers, Hungarian footballers, Medalists at the 1960 Summer Olympics, Olympic bronze medalists
Fred Chaney	1941 births, Living people, Government ministers of Australia, Liberal Party of Australia politicians, Members of the Australian House of Representatives, Members of the Australian Senate, Order of Australia, People from Perth, Western Australia, Politicians from Western Australia
Susan Ryan	1942 births, 2020 deaths, Australian Labor Party politicians, Government ministers of Australia, Members of the Australian Senate, Order of Australia, People from the Australian Capital Territory, Politicians from Sydney
Mathew Beard	1870 births, 1985 deaths, African-American supercentenarians
Garry Wills	Pulitzer Prize winners, 1934 births, Living people, American political writers, American historians, Writers from Atlanta, Georgia, Journalists from Georgia (U.S. state)
Hawthorne, Nevada	County seats in Nevada, Census-designated places in Nevada
Joseph Shabalala	1940 births, 2020 deaths, South African entertainers, Musicians, Deaths from surgical complications
Hector (French singer)	1946 births, 2020 deaths, Cancer deaths in France, French singers
Peter Dreher	German artists, 1932 births, 2020 deaths
Boris Leskin	1923 births, 2020 deaths, Romanian movie actors, Romanian television actors, Romanian stage actors, Russian movie actors, Russian television actors, Russian stage actors, American movie actors, American television actors, American stage actors, Naturalized citizens of the United States, Actors from New York City
Tao Porchon-Lynch	1918 births, 2020 deaths, American educators, Writers from New York, American autobiographers
Krishna Bose	1930 births, 2020 deaths, Deaths from stroke, Indian politicians
June Dally-Watkins	1927 births, 2020 deaths, Australian businesspeople, Australian models, People from Sydney
Mike Hughes (daredevil)	1956 births, 2020 deaths, Accidental deaths in California, Stuntmen, Entertainers from California
Barstow, California	Cities in California, Settlements in San Bernardino County, California
B. Smith	1949 births, 2020 deaths, Deaths from Alzheimer's disease, American television presenters, American critics, Businesspeople from Philadelphia, Pennsylvania, Writers from Philadelphia, Pennsylvania
Yüksekova	Cities in Turkey, 2020 in Europe, 2020 in Asia
Usman Ullah Khan	1974 births, 2020 deaths, 1996 Summer Olympics, 2000 Summer Olympics, Boxers, Cancer deaths in Canada, Pakistani people
David Gold (businessman)	Living people, 1936 births, British Jews, Businesspeople from London
Don't Start Now	2019 songs, Disco songs, Dua Lipa songs
Noticieros Televisa	1998 establishments, News media, Mexican culture
Thích Quảng Độ	1928 births, 2020 deaths, Deaths from diabetes, Educators, Human rights activists, Buddhists, Vietnamese people
Washtenaw County, Michigan	1820s establishments in Michigan Territory, 1826 establishments in the United States, Michigan counties
Daniel Browning Smith	1979 births, Living people, Yoga, Actors from Mississippi
Naimatullah Khan	1930 births, 2020 deaths, Mayors, Pakistani politicians, People from Karachi
Long Division (Low album)	1995 albums, Rock albums
Long Division (Rustic Overtones album)	1995 albums, Rock albums
Jahn Teigen	1949 births, 2020 deaths, Disease-related deaths in Sweden, Eurovision Song Contest entrants, Norwegian comedians, Norwegian singers, Singer-songwriters
Jan Kowalczyk	1941 births, 2020 deaths, 1968 Summer Olympics, 1972 Summer Olympics, Medalists at the 1980 Summer Olympics, Olympic gold medalists, Polish Olympic medalists
Margaret Guilfoyle	1926 births, 2020 deaths, Government ministers of Australia, Knights and Dames Commander of the Order of the British Empire, Liberal Party of Australia politicians, Members of the Australian Senate, Order of Australia, Politicians from Belfast, Politicians from Melbourne
Martin Cameron	1935 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Politicians from South Australia
Michael Townley (politician)	1934 births, Living people, Independent politicians in Australia, Liberal Party of Australia politicians, Members of the Australian Senate, People from Hobart, Politicians from Tasmania
Peter Baume	1935 births, Living people, Australian medical doctors, Government ministers of Australia, Liberal Party of Australia politicians, Members of the Australian Senate, Politicians from Sydney, Order of Australia
Kathy Sullivan	1942 births, Living people, Australian educators, Liberal Party of Australia politicians, Members of the Australian House of Representatives, Members of the Australian Senate, Politicians from Brisbane, Order of Australia
Nunchaku	Weapons, Martial arts
Don Grimes	1937 births, Living people, Ambassadors of Australia, Australian Labor Party politicians, Australian medical doctors, Government ministers of Australia, Members of the Australian Senate, Politicians from New South Wales, Politicians from Tasmania, Order of Australia
Stan Collard	1936 births, Living people, Members of the Australian Senate, National Party of Australia politicians, Politicians from Queensland
Brian Donovan	Living people, American voice actors
Keychain	Tools
Grant Tambling	1943 births, Living people, Administrators of Norfolk Island, Members of the Australian House of Representatives, Members of the Australian Senate, Order of Australia, People from Darwin, Northern Territory, Politicians from the Northern Territory
Pam O'Neil	1945 births, Living people, Australian Labor Party politicians, Politicians from Brisbane, Politicians from the Northern Territory
Ron Elstob	1924 births, Living people, Australian Labor Party politicians, Members of the Australian Senate, Politicians from Queensland, Politicians from South Australia
Tony Messner	1939 births, Living people, Administrators of Norfolk Island, Government ministers of Australia, Liberal Party of Australia politicians, Members of the Australian Senate, Order of Australia, Politicians from Melbourne, Politicians from South Australia
Kerry Sibraa	1937 births, Living people, Ambassadors of Australia, Australian Labor Party politicians, Members of the Australian Senate, Order of Australia, Politicians from Sydney, Presidents of the Australian Senate
Austin Lewis (politician)	1932 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Politicians from Melbourne
Colin Mason	1926 births, Living people, Australian journalists, Members of the Australian Senate, Naturalised citizens of Australia, New Zealand journalists, People from Auckland, Politicians from New South Wales, Writers from New South Wales
Étienne de Gerlache	1785 births, 1871 deaths, Ambassadors, Belgian Christian democrats, Belgian historians, Belgian judges, Belgian lawyers, Belgian nobility, Belgian Roman Catholics, Chief justices, Government ministers of Belgium, People from Liège, People from Luxembourg (Belgium), Prime Ministers of Belgium
Wylie Gibbs	1922 births, Living people, Australian medical doctors, Liberal Party of Australia politicians, Members of the Australian House of Representatives, Politicians from Queensland
Bruce George	1942 births, 2020 deaths, Deaths from Alzheimer's disease, Disease-related deaths in London, Former Labour MPs (UK), Former members of the British House of Commons for English constituencies, Politicians from Glamorgan
James Milne Wilson	1812 births, 1880 deaths, Knights Commander of the Order of St Michael and St George, Premiers of Tasmania, Scottish politicians
Dawn Lawrie	1938 births, Living people, Independent politicians in Australia, Politicians from the Northern Territory, Politicians from Melbourne, Order of Australia, People from Darwin, Northern Territory
Noel Padgham-Purich	1927 births, Living people, Government ministers of Australia, Independent politicians in Australia, Politicians from the Northern Territory, Politicians from Western Australia, People from Darwin, Northern Territory
David MacGibbon	1934 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Politicians from Brisbane
Kostas Voutsas	1931 births, 2020 deaths, Deaths from respiratory tract infection, Greek writers, Greek actors, People from Athens
Horst Paulmann	1935 births, Living people, German businesspeople, Chilean people
Pehr G. Gyllenhammar	1935 births, Living people, Swedish businesspeople
Jack White (music producer)	1940 births, Living people, German footballers, Songwriters, German composers, Record producers, People from Cologne
Jean Pütz	Living people, 1936 births, People from Cologne, German television actors, German journalists, German television presenters
Story Musgrave	1935 births, Living people, American astronauts, American physicians, Scientists from Boston, Massachusetts
LGBT community	LGBT
Vice-President of Egypt	Vice-Presidents of Egypt
Mohamed Naguib	1901 births, 1984 deaths, Deaths from cirrhosis, Presidents of Egypt, Prime Ministers of Egypt, Generals, Egyptian military people
Mohamed Hussein Tantawi	1935 births, 2021 deaths, Presidents of Egypt, Generals, Egyptian military people
Essam Sharaf	1952 births, Living people, Prime Ministers of Egypt
Hesham Qandil	1962 births, Living people, Engineers, Prime Ministers of Egypt
Moustafa Madbouly	Prime Ministers of Egypt, Current national leaders, 1966 births, Living people
Nubar Pasha	1825 births, 1899 deaths, Prime Ministers of Egypt
Sufi Abu Taleb	1925 births, 2008 deaths, Presidents of Egypt
Franklin, Louisiana	Cities in Louisiana, Parish seats in Louisiana
St. Mary Parish, Louisiana	19th-century establishments in Louisiana, 1811 establishments in the United States, Louisiana parishes
Bossier Parish, Louisiana	1840s establishments in Louisiana, 1843 establishments in the United States, Louisiana parishes
Lal Khan	1956 births, 2020 deaths, Physicians, Political activists, Editors, Deaths from cancer, Pakistani writers
Chamberlain (office)	Government occupations
István Csukás	1936 births, 2020 deaths, Hungarian poets, Hungarian novelists, Television writers
Éric Laforge	1964 births, 2020 deaths, Deaths from surgical complications, French radio personalities
Mashgiach	Judaism
Aguascalientes Municipality	Cities in Mexico
John Robertson (Olympic sailor)	1929 births, 2020 deaths, 1948 Summer Olympics, 1952 Summer Olympics, Canadian Olympians, Sailors
Japanese pronouns	Japanese language, Pronouns
Jim Hagedorn	1962 births, Living people, People with cancer, United States representatives from Minnesota, US Republican Party politicians
Blue Earth, Minnesota	Cities in Minnesota, County seats in Minnesota
Bob Chapek	1959 births, 1960 births, Living people, American chief executives, Disney people, People from Hammond, Indiana, Businesspeople from Indiana
Jahrom	Cities in Iran, Fars Province
Keturah	Old Testament people
Marshall Perron	1942 births, Living people, Chief Ministers of the Northern Territory, People from Darwin, Northern Territory, People from Perth, Western Australia, Politicians from the Northern Territory
Stephen Hatton	1948 births, Living people, Chief Ministers of the Northern Territory, Politicians from Sydney, Politicians from the Northern Territory
John Watson (Australian politician)	1937 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Order of Australia, People from Launceston, Tasmania, Politicians from Tasmania
Northern Territory Legislative Assembly	1974 establishments in Australia, Government of Australia, Legislatures of country subdivisions, Northern Territory
Parliament of the Northern Territory	1974 establishments in Australia, Government of Australia, Legislatures of country subdivisions, Northern Territory, Parliaments
Baden Teague	1944 births, Living people, Liberal Party of Australia, Members of the Australian Senate, People from Adelaide, Politicians from South Australia
Ear drop	Pharmacology
Michael Tate	1945 births, Living people, Ambassadors of Australia, Australian academics, Australian Labor Party politicians, Australian Roman Catholics, Government ministers of Australia, Members of the Australian Senate, Order of Australia, Politicians from Sydney, Politicians from Tasmania, Roman Catholic priests
Chris Puplick	1948 births, Living people, Liberal Party of Australia politicians, Members of the Australian Senate, Order of Australia, Politicians from London, Politicians from Sydney
Balsa tree	Malvaceae
Eric Manuell	1941 births, Living people, People from Alice Springs, Politicians from the Northern Territory
Roger Ryan	1939 births, Living people, Politicians from the Northern Territory
Jim Robertson (politician)	1945 births, Living people, Politicians from South Australia, Politicians from the Northern Territory
Roger Steele	1939 births, Living people, Order of Australia, Politicians from the Northern Territory
Members of the Northern Territory Legislative Assembly, 1974–1977	Australia-related lists, Lists of politicians, Politicians from the Northern Territory
Dave Pollock	1942 births, Living people, Politicians from the Northern Territory
Nick Dondas	1939 births, Living people, Members of the Australian House of Representatives, Order of Australia, People from Perth, Western Australia, Politicians from the Northern Territory
Hyacinth Tungutalum	1946 births, 2009 deaths, Cardiovascular disease deaths in Australia, Deaths from myocardial infarction, Indigenous Australian people, Politicians from the Northern Territory
Les MacFarlane	1919 births, 1986 deaths, Politicians from Sydney, Politicians from the Northern Territory
Milton Ballantyne	1928 births, 2015 deaths, Politicians from the Northern Territory
Erico Spinadel	1929 births, 2020 deaths, Austrian scientists, Argentine scientists, Engineers
Javier Arias Stella	1924 births, 2020 deaths, Peruvian politicians
Ben Cooper	1933 births, 2020 deaths, Deaths from dementia, American movie actors, American television actors, American radio actors, American stage actors, Actors from Hartford, Connecticut
Roger Vale	1939 births, 2001 deaths, Politicians from the Northern Territory
Jacques Houplain	1920 births, 2020 deaths, French writers, French painters
Ron Withnall	1914 births, 1990 deaths, Australian lawyers, Independent politicians in Australia, Politicians from Queensland, Politicians from the Northern Territory
Lena Granhagen	1938 births, Living people, Swedish movie actors, Swedish television actors, Swedish stage actors, Swedish voice actors, Swedish singers
Bernie Kilgariff	1923 births, 2010 deaths, Members of the Australian Senate, Order of Australia, People from Adelaide, People from Alice Springs, Politicians from the Northern Territory
Liz Andrew	1948 births, 1993 deaths, Cancer deaths in Australia, Politicians from South Australia, Politicians from the Northern Territory
Cilician pirates	Pirates, Roman Republic
Rupert Kentish	1914 births, 1970s deaths, National Party of Australia politicians, Politicians from Queensland, Politicians from the Northern Territory
1920 North Dakota Blizzard	20th century in North Dakota, March events, 1920 in the United States, Severe weather
Black and white	Television
Color television	Television
Glynn County, Georgia	1777 establishments in Georgia (U.S. state)
High-definition video	Television
Digital 3D	Movie terminology
4K resolution	Movie terminology
2021 Christian Democratic Union of Germany leadership election	2021 in Europe, 2021 elections, January 2021 events, Elections in Germany
Armin Laschet	1961 births, Living people, Politicians of the Christian Democratic Union of Germany, Members of the German Bundestag, Politicians from North Rhine-Westphalia, People from Aachen
Norbert Röttgen	1965 births, Living people, German lawyers, German politicians
Vice (magazine)	American magazines, Magazines of Canada, 1994 establishments, Magazines published in New York City
Louis XI of France	Kings and Queens of France, 1423 births, 1483 deaths, House of Valois, Hundred Years' War
Florin Cîțu	1972 births, Living people, Prime Ministers of Romania, Current national leaders
Stellar association	Star clusters
Theophilus of Antioch	Christian saints
Bethnal Green	Areas of London
David Baszucki	1963 births, American engineers, American inventors, Canadian businesspeople, Living people
The Fargo tornado	20th century in North Dakota, Tornadoes in the United States, 1957 in the United States, June events
Teretriphora	Gastropods
Leptothorax pacis	Articles with 'species' microformats, IUCN Red List vulnerable species, Ants
The Children's Blizzard	19th century in North Dakota, Natural disasters, January events, 1888, 1880s in the United States
North Dakota Hymn	1920s songs, United States state songs, North Dakota
Attica, Kansas	Cities in Harper County, Kansas, 1884 establishments in Kansas
Aleksey Botyan	1917 births, 2020 deaths, Centenarians, Spies, Russian military people
Dalia Dorner	1934 births, Living people, Israeli Jews, Israeli lawyers, Israeli academics, Judges, People from Istanbul
Germaine Poliakov	1918 births, 2020 deaths, French centenarians, French Jews, Teachers, Holocaust survivors
Candyman (2021 movie)	2021 movies, Universal Pictures movies, American horror movies, Movies set in Chicago, Illinois, Movies shot in Chicago, Illinois, 2020s horror movies
Shlomo Aronson (historian)	1936 births, 2020 deaths, Hebrew University of Jerusalem alumni, Hebrew University of Jerusalem faculty, Israeli historians, Israeli Jews, Jewish academics, Jewish scientists, People from Jerusalem, Israeli political scientists
Lee Phillip Bell	1928 births, 2020 deaths, American television presenters, American television producers, Writers from Chicago
Sam Boghosian	1931 births, 2020 deaths, American football players, American football coaches, Sportspeople from Los Angeles, California
Valdir Espinosa	1947 births, 2020 deaths, Brazilian football managers, Deaths from surgical complications
Ellendale	Cities in North Dakota, County seats in North Dakota
Sudhakar Chaturvedi	1890s births, 2020 deaths, Indian educators
Samvel Karapetyan (author)	2020 deaths, Armenian historians, Armenian writers, Researchers, 1961 births
Suthep Wongkamhaeng	1934 births, 2020 deaths, Deaths from blood disease, Thai singers
Braian Toledo	1993 births, 2020 deaths, Road accident deaths, Argentine sportspeople, Olympic gold medalists
Discord, Iowa	Unincorporated communities in Iowa
Scooby-Doo and the Goblin King	Scooby-Doo movies
Thomas Sankara	Prime Ministers of Burkina Faso, Pan-Africanists
Thitarodes jinshaensis	Lepidoptera
St. Patrick's Catholic Church (Fullerton, North Dakota)	Roman Catholicism, Catholicism
The Chase Spain	Television game shows, Spanish culture
Negaraku	Malaysia, National anthems
Man Ray	American artists, American photographers
APA style	Science
Nanni di Banco	Italian sculptors
Zion Williamson	New Orleans Pelicans players, 2000 births, Living people
Ergative-absolutive language	Linguistics
System.map	Computer file formats, Linux
Erich Mendelsohn	1887 births, 1953 deaths, German architects, German Jews, People from Prussia
Linda Wolfe	1932 births, 2020 deaths, Deaths from surgical complications, American essayists, American critics, American novelists, Writers from New York City
Betsy Byars	1928 births, 2020 deaths, Accidental deaths from falls in the United States, American children's writers, Writers from Charlotte, North Carolina
Seneca, South Carolina	Cities in South Carolina
Huncho Jack	Musical groups from Atlanta, Georgia, Hip hop bands, Musical duos, 2016 establishments in the United States, 2017 disestablishments in the United States
Don Toliver	1994 births, African-American singers, American hip hop musicians, American rap musicians from Texas, American R&B singers, American songwriters, Trap musicians, Singers from Houston, Texas, Living people
Migos	2000s establishments in Georgia (U.S. state), 2008 establishments in the United States, American rap music groups, Atlantic Records artists, Hip hop bands, Musical groups established in 2008, Musical trios, Trap musicians, Musical groups from Georgia (U.S. state), 2000s American music groups, 2010s American music groups, African-American musical groups
The Smeezingtons	American pop music groups, American record producers, American R&B bands, Musical groups disestablished in 2015, Musical groups established in 2009, Musical trios, Musical groups from Los Angeles, California, 2009 establishments in the United States, 2015 disestablishments in the United States
Lisel Mueller	Pulitzer Prize winners, 1924 births, 2020 deaths, German poets, American poets, American educators, Naturalized citizens of the United States, Translators, People from Hamburg, Writers from Chicago, Deaths from pneumonia, Disease-related deaths in Chicago, Illinois
Johnny Antonelli	1930 births, 2020 deaths, Cancer deaths in New York, Boston Braves players, Businesspeople from New York, Sportspeople from New York, People from Rochester, New York, Cleveland Indians players, Milwaukee Braves players, San Francisco Giants players
Jaime Carbonell	American computer scientists, Researchers, 1953 births, 2020 deaths
Janusz Cisek	1955 births, 2020 deaths, Deaths from leukemia, Polish writers, Polish politicians, Polish educators, Polish historians
Burkhard Driest	1939 births, 2020 deaths, German movie actors, German television actors, German stage actors
Ophiuchus Supercluster explosion	Galaxy clusters
John Ratcliffe (American politician)	1965 births, Living people, American lawyers, American mayors, United States Directors of National Intelligence, United States representatives from Texas, Politicians from Illinois, US Republican Party politicians
Wheeling, Illinois	Villages in Illinois, Suburbs of Chicago, Illinois, Settlements in Cook County, Illinois
Marshall County, West Virginia	West Virginia counties
Moundsville, West Virginia	Cities in West Virginia, County seats in West Virginia
Heath, Texas	Cities in Texas
Robert Pine	1941 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from New York City
Gwynne Gilford	1946 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, American psychologists, Actors from Los Angeles, California, Scientists from Los Angeles, California
Phase difference	Wave physics
Radix point	Numerals, Computing
Éva Székely	1927 births, 2020 deaths, Holocaust survivors, Hungarian Jews, Jewish sportspeople, Medalists at the 1952 Summer Olympics, Medalists at the 1956 Summer Olympics, Olympic gold medalists, Olympic silver medalists, Sportspeople from Budapest, Hungarian swimmers
David Doyle (actor)	1929 births, 1997 deaths, Deaths from myocardial infarction, American movie actors, American television actors, American stage actors, American voice actors, Actors from Omaha, Nebraska
Redfield, Kansas	Cities in Bourbon County, Kansas, 1866 establishments in Kansas
I Think We're Alone Now (movie)	2018 movies, American movies, English-language movies, Post-apocalyptic movies, American independent movies
Stupid Love (Lady Gaga song)	Lady Gaga songs, 2020 songs, Dance-pop songs, Disco songs
IPad Mini 4	IPad
Silly Symphonies	Animated movies
Foghorn Leghorn	Animated characters, Fictional birds, Looney Tunes
Euless, Texas	Cities in Texas, Settlements in Tarrant County, Texas
White Settlement, Texas	Cities in Texas, Settlements in Tarrant County, Texas
Pecan Acres, Texas	Census-designated places in Texas, Settlements in Tarrant County, Texas
Reno, Parker County, Texas	Cities in Texas, Settlements in Tarrant County, Texas
Lehua	Uninhabited islands, Islands of Hawaii, Volcanoes of Hawaii
Eye drop	Drugs
Sonja Lang	Linguists, People from Toronto
Maina Tudu	Living people, 1980s births, Indian writers
Hanako Muraoka	1893 births, 1968 deaths, People from Yamanashi Prefecture, Japanese novelists, Asian translators
Yuva Puraskar	Literary awards, Indian awards
List of Yuva Puraskar winners for Assamese	Literary awards, Indian awards
Sultan Kösen	1982 births, Living people, Turkish people
Oritsé Williams	1986 births, British R&B musicians, English pop singers, English songwriters, Black English musicians, Hip hop musicians, Musicians from London, Living people
Marvin Humes	British DJs, British R&B musicians, English pop singers, English songwriters, Living people, 1985 births
Howard Donald	1968 births, British DJs, British record producers, English drummers, English pianists, English pop singers, English songwriters, People from Greater Manchester, Living people
Xenomorph	Fictional characters introduced in the 1970s, Mortal Kombat guest characters
Joe Coulombe	1930 births, 2020 deaths, Businesspeople from San Diego, California
Trader Joe's	1950s establishments in California, 1958 establishments in the United States, Companies based in California, Supermarkets of the United States, Los Angeles County, California
Claire Holt	1988 births, Living people, Australian movie actors, Australian television actors, People from Brisbane
