Judgment (law)	Law, Legal terms
Crispus Attucks	1723 births, 1770 deaths, People from Massachusetts, African-American people, American revolutionaries, Slaves, Native American people, Deaths by firearm in the United States
Glenn Frey	Grammy Award winners, 1948 births, 2016 deaths, Deaths from surgical complications, Deaths from pneumonia, American singer-songwriters, American guitarists, American rock musicians, American country musicians, American painters, American movie actors, Musicians from Detroit, Michigan, Singers from Detroit, Michigan, Writers from Detroit, Michigan, Actors from Detroit, Michigan
Michel Tournier	1924 births, 2016 deaths, Writers from Paris
Viral envelope	Virology
Bulworth	1990s comedy movies, Hip hop, 1998 movies, 20th Century Fox movies, Political movies
Paul Sorvino	American television actors, American movie actors, Actors from New York City, 1939 births, Living people
Isaiah Washington	American television actors, American movie actors, Actors from Houston, Texas, 1963 births, Living people
Stock (firearm)	Firearm components
Law of the United States	United States law, United States Constitution
Ninja Kiwi	Video game companies, 2006 establishments
Joe Kenda	1946 births, Living people, American police officers, American television presenters, People from Pennsylvania
Jane O'Meara Sanders	1950 births, Living people, American educators, Civil servants, Bernie Sanders, People from Brooklyn, People from Burlington, Vermont
Ilse Koch	1906 births, 1967 deaths, German war criminals, Holocaust perpetrators, Nazis who committed suicide, People from Dresden, People who committed suicide in prison custody, Suicides by hanging, Suicides in Germany
Per mille	Mathematics
Benadryl	Drugs
Robert M. Carter	1942 births, 2016 deaths, Alumni of the University of Cambridge, Australian academics, Australian scientists, Cardiovascular disease deaths in Australia, Deaths from myocardial infarction, Disease-related deaths in Queensland, British geologists, British palaeontologists
Gunshot	Firearms
Hartheim Euthanasia Centre	The Holocaust, Euthanasia, Upper Austria, 20th century establishments in Austria
Gunshot residue	Firearms, Forensics
Essential medicines	Drugs
Berkshire County, Massachusetts	Berkshire County, Massachusetts, 1761 establishments, 1760s establishments in Massachusetts
Rogerson, Idaho	Twin Falls County, Idaho, Unincorporated communities in Idaho
Creutzfeldt–Jakob disease	Diseases and disorders of the brain, Infectious diseases
Samira Khalil	Missing people, Activists, Syrian people, Living people, Year of birth missing (living people)
The Last Dragonlord	Fantasy books, Romance novels, 1998 books
Respiratory tract	Anatomy of the respiratory system
Food drying	Cooking, Food preservation
Sans serif	Typography, Fonts
Fez (hat)	Headgear
Dalkurd FF	Swedish football clubs, 2004 establishments in Sweden
Bowler hat	Headgear
Steady State theory	Cosmology, Astrophysics
Remote keyless system	Security, Automobiles
Edmonde Charles-Roux	1920 births, 2016 deaths, French journalists, Writers from Ile-de-France
Ronald Greenwald	1934 births, 2016 deaths, American activists, American diplomats, American educators, American rabbis, Businesspeople from New York City, Deaths from myocardial infarction, Jewish American writers, Writers from Brooklyn, Writers from Manhattan
Homayoun Behzadi	1942 births, 2016 deaths, Iranian footballers, Iranian football managers
David G. Hartwell	1941 births, 2016 deaths, Accidental deaths from falls in the United States, Accidental deaths in New York, American critics, American educators, American journalists, Writers from Massachusetts
Kapo	Nazi Germany, World War II, Imprisonment and detention
Bogusław Kaczyński	1942 births, 2016 deaths, Deaths from stroke, Polish writers, Polish journalists
Mrinalini Sarabhai	1918 births, 2016 deaths, Choreographers, Indian dancers, Deaths from respiratory failure, Disease-related deaths in India, People from Kerala
Germaine Damar	1929 births, Living people, Luxembourgian people, Movie actors, Dancers
Derrick Todd Lee	1968 births, 2016 deaths, American serial killers, People convicted of manslaughter, People from Baton Rouge, Louisiana
Sudhindra Thirtha	1926 births, 2016 deaths, Deaths from renal failure, Indian educators
Frank Sullivan (baseball)	1930 births, 2016 deaths, Deaths from pneumonia, Boston Red Sox players, Philadelphia Phillies players, Minnesota Twins players, Sportspeople from California
Larry Sanders (politician)	1935 births, Living people, Bernie Sanders, British educators, British Jews, English politicians, People from Brooklyn
Jess Harnell	1963 births, Actors from New Jersey, American voice actors, Singers from New Jersey
Umberto Raho	1922 births, 2016 deaths, Deaths from Alzheimer's disease, Italian movie actors, Italian television actors, Italian stage actors, People from Bari
Mouthparts	Anatomy
Shield bug	Hemiptera
Totterdown	Bristol
Jim Bowie	1796 births, 1836 deaths, American frontiersmen and women, Businesspeople from Kentucky, Slavers
Luminator Bernocchi	Design, Lamps
Miloslav Ransdorf	1953 births, 2016 deaths, Communist politicians, Czech politicians, Deaths from stroke, Disease-related deaths in the Czech Republic
Robert Sassone (cyclist)	1978 births, 2016 deaths, French cyclists, People with cancer, Sportspeople who committed suicide
M. K. A. D. S. Gunawardana	1947 births, 2016 deaths, Buddhists, Sri Lankan politicians
Nine Network	Australian television networks
A. C. Jose	1937 births, 2016 deaths, Disease-related deaths in India, Indian politicians
Hideaki Ōmura	1960 births, Living people, Japanese politicians, People from Aichi Prefecture, Governors of Japanese prefectures
Namaste Falls	Waterfalls, Bodies of water of Asia, Geography of Nepal
Dhankuta District	Districts of Nepal
Dhankuta	Municipalities of Nepal
Achham District	Districts of Nepal
Seti Zone	Zones of Nepal
Mangalsen	Municipalities of Nepal
Lumbini Zone	Zones of Nepal
Rapti Zone	Zones of Nepal
Karnali Zone	Zones of Nepal
Bheri Zone	Zones of Nepal
Mahakali Zone	Zones of Nepal
Biratnagar	Cities in Nepal, Municipalities of Nepal
Morang District	Districts of Nepal
Jhapa District	Districts of Nepal
Lysozyme	Enzymes, Immunology
Stephen Hendry	1969 births, Living people, Snooker players, Scottish sportspeople
Steve Davis	1957 births, BBC people, Living people, Snooker players, English sports commentators, Sportspeople from London
The Alamo (1960 movie)	1960s western movies, American western movies, American epic movies
John Higgins	1975 births, Living people, Snooker players, Scottish sportspeople
Ray Reardon	1932 births, Living people, Snooker players, Welsh sportspeople
Eileen Heckart	American television actors, American stage actors, American movie actors, Actors from Columbus, Ohio, 1919 births, 2001 deaths, Deaths from lung cancer
December 1969 nor'easter	1969 in the United States, Disasters in the 1960s, Natural disasters in the United States, Severe weather, Natural disasters in Canada, 1960s in Canada
Altenburg Abbey	Buildings and structures in Austria, Christianity in Austria, Lower Austria, Monasteries, 1144 establishments, Establishments in Austria, 1140s establishments in Europe
The Bad Seed (movie)	1950s horror movies, 1950s drama movies, 1956 movies, American horror movies, Movies directed by Mervyn LeRoy
Patty McCormack	American television actors, American movie actors, American child actors, Actors from Brooklyn, 1945 births, Living people
Faraday cage	Electricity
Ilam District	Districts of Nepal
Ilam, Nepal	Cities in Nepal, Municipalities of Nepal
Panchthar District	Districts of Nepal
Phidim	Cities in Nepal, Municipalities of Nepal
Arghakhanchi District	Districts of Nepal
Sandhikharka	Cities in Nepal, Municipalities of Nepal
Samsung Galaxy Note	Samsung mobile phones
Phablet	Mobile phones
Elisabeta Polihroniade	1935 births, 2016 deaths, Chess players, Romanian journalists, Sportspeople from Bucharest, Romanian writers
Barry Brickell	1935 births, 2016 deaths, New Zealand artists, Officers of the Order of the British Empire, Potters, People from Auckland
Jimmy White	1962 births, Living people, Snooker players, Sportspeople from London
Baglung District	Districts of Nepal
Baitadi District	Districts of Nepal
Khalanga, Baitadi	Cities in Nepal
John Parrott	1964 births, Living people, Snooker players, English sportspeople, People from Liverpool
Jimmy Bain	1947 births, 2016 deaths, British bass guitarists, British rock guitarists, Deaths from pneumonia, Deaths from lung cancer, Scottish rock musicians
Funen	Islands of Denmark
Kiel Canal	Buildings and structures in Germany, Canals, Geography of Schleswig-Holstein
École Centrale de Lyon	Technical colleges and universities in France, 1857 establishments in Europe, Lyon, 1850s establishments in France
Elections in Azerbaijan	Elections, Politics of Azerbaijan, Political history of Azerbaijan
Hei Hei	Cities in New Zealand
Dedham, Massachusetts	Towns in Massachusetts, County seats in Massachusetts, 1600s establishments in North America, 17th-century establishments in Massachusetts
Josip Friščić	1949 births, 2016 deaths, Croatian politicians, Deaths from cancer
January 2016 United States blizzard	2016 disasters, 2016 in the United States, 2016 in weather, Historic blizzards in the United States, January 2016 events
Changchun	Cities in China, Capital cities in Asia
Asghar Farhadi	Academy Award winning directors, 1972 births, Living people, Iranian movie producers, Iranian movie directors, Iranian screenwriters
Call and response (music)	Musical terminology, Music genres
Lal Shahbaz Qalandar	1149 births, 1299 deaths, Asian Sufis, Muslims, Poets
Ninh Binh Province	Provinces of Vietnam
Ventricular tachycardia	Cardiology, Heart disease, Medical emergencies
January 2016 East Asia cold wave	2016 disasters, 2016 in Asia, 2016 in weather, 2010s disasters in Asia, East Asia, January 2016 events, Severe weather
Mass Effect 2	2010 video games, PlayStation 3 games, Xbox 360 games, Electronic Arts video games, Video game sequels
