Value,Percentage
3184,0.17889087656529518
3193,0.17889087656529518
3199,0.17889087656529518
3204,0.17889087656529518
3210,0.17889087656529518
3213,0.17889087656529518
3224,0.17889087656529518
3226,0.17889087656529518
3227,0.17889087656529518
3230,0.17889087656529518
3233,0.17889087656529518
3242,0.17889087656529518
3251,0.17889087656529518
3252,0.17889087656529518
3258,0.17889087656529518
3263,0.17889087656529518
3265,0.17889087656529518
3269,0.17889087656529518
3271,0.17889087656529518
3275,0.17889087656529518
3283,0.17889087656529518
3295,0.17889087656529518
3296,0.17889087656529518
3298,0.17889087656529518
3299,0.17889087656529518
3309,0.17889087656529518
3312,0.17889087656529518
3316,0.17889087656529518
3321,0.17889087656529518
3327,0.17889087656529518
3332,0.17889087656529518
3349,0.17889087656529518
3366,0.17889087656529518
3372,0.17889087656529518
3387,0.17889087656529518
3392,0.17889087656529518
3393,0.17889087656529518
3411,0.17889087656529518
3423,0.17889087656529518
3427,0.17889087656529518
3436,0.17889087656529518
3442,0.17889087656529518
3443,0.17889087656529518
3456,0.17889087656529518
3458,0.17889087656529518
3464,0.17889087656529518
3481,0.17889087656529518
3484,0.17889087656529518
3491,0.17889087656529518
3492,0.17889087656529518
3507,0.17889087656529518
3517,0.17889087656529518
3528,0.17889087656529518
3531,0.17889087656529518
3546,0.17889087656529518
3551,0.17889087656529518
3558,0.17889087656529518
3568,0.17889087656529518
3569,0.17889087656529518
3573,0.17889087656529518
3580,0.17889087656529518
3594,0.17889087656529518
3622,0.17889087656529518
3623,0.17889087656529518
3631,0.17889087656529518
3662,0.17889087656529518
3665,0.17889087656529518
3671,0.17889087656529518
3685,0.17889087656529518
3692,0.17889087656529518
3699,0.17889087656529518
3717,0.17889087656529518
3743,0.17889087656529518
3745,0.17889087656529518
3747,0.17889087656529518
3768,0.17889087656529518
3772,0.17889087656529518
3779,0.17889087656529518
3783,0.17889087656529518
3790,0.17889087656529518
3801,0.17889087656529518
3806,0.17889087656529518
3815,0.17889087656529518
3820,0.17889087656529518
3821,0.17889087656529518
3822,0.17889087656529518
3824,0.17889087656529518
3830,0.17889087656529518
3835,0.17889087656529518
3836,0.17889087656529518
3838,0.17889087656529518
3844,0.17889087656529518
3852,0.17889087656529518
3855,0.17889087656529518
3874,0.17889087656529518
3877,0.17889087656529518
3884,0.17889087656529518
3885,0.17889087656529518
3887,0.17889087656529518
3898,0.17889087656529518
3910,0.17889087656529518
3917,0.17889087656529518
3932,0.17889087656529518
3940,0.17889087656529518
3962,0.17889087656529518
3977,0.17889087656529518
3980,0.17889087656529518
3991,0.17889087656529518
3994,0.17889087656529518
3996,0.17889087656529518
4004,0.17889087656529518
4007,0.17889087656529518
4017,0.17889087656529518
4018,0.17889087656529518
4022,0.17889087656529518
4036,0.17889087656529518
4050,0.17889087656529518
4052,0.17889087656529518
4055,0.17889087656529518
4056,0.17889087656529518
4066,0.17889087656529518
4067,0.17889087656529518
4070,0.17889087656529518
4083,0.17889087656529518
4085,0.17889087656529518
4086,0.17889087656529518
4087,0.17889087656529518
4096,0.17889087656529518
4102,0.17889087656529518
4104,0.17889087656529518
4117,0.17889087656529518
4134,0.17889087656529518
4138,0.17889087656529518
4144,0.17889087656529518
4147,0.17889087656529518
4150,0.17889087656529518
4164,0.17889087656529518
4166,0.17889087656529518
4172,0.17889087656529518
4180,0.17889087656529518
4195,0.17889087656529518
4213,0.17889087656529518
4215,0.17889087656529518
4222,0.17889087656529518
4224,0.17889087656529518
4225,0.17889087656529518
